"","name","COMID","year","month","occurrence","NAME_1.x","watershedID.x","allyr_Qmean","allyr_QmeanMEDIAN","allyr_QmeanIDR","allyr_Qmed","allyr_Qmax","allyr_QmaxIDR","allyr_HighNum","allyr_HighDur","allyr_Qmin","allyr_QminIDR","allyr_LowNum","allyr_LowDur","allyr_NoDisturb","allyr_Hydroperiod","allyr_FracYearsNoFlow","allyr_MedianNoFlowDays","allyr_RecessMaxLength","allyr_R10D.5","allyr_R10D.9","allyr_R10D4D","allyr_BFR","allyr_SFR","allyr_MaxMonth","allyr_MaxMonthQ","allyr_MinMonth","allyr_MinMonthQ","allyr_Q01","allyr_Q05","allyr_Q10","allyr_Q25","allyr_Q50","allyr_Q75","allyr_Q90","allyr_Q95","allyr_Q99","x10yr_Qmean","x10yr_QmeanMEDIAN","x10yr_QmeanIDR","x10yr_Qmed","x10yr_Qmax","x10yr_QmaxIDR","x10yr_HighNum","x10yr_HighDur","x10yr_Qmin","x10yr_QminIDR","x10yr_LowNum","x10yr_LowDur","x10yr_NoDisturb","x10yr_Hydroperiod","x10yr_FracYearsNoFlow","x10yr_MedianNoFlowDays","x10yr_RecessMaxLength","x10yr_R10D.5","x10yr_R10D.9","x10yr_R10D4D","x10yr_BFR","x10yr_SFR","x10yr_MaxMonth","x10yr_MaxMonthQ","x10yr_MinMonth","x10yr_MinMonthQ","x10yr_Q01","x10yr_Q05","x10yr_Q10","x10yr_Q25","x10yr_Q50","x10yr_Q75","x10yr_Q90","x10yr_Q95","x10yr_Q99","x5yr_Qmean","x5yr_QmeanMEDIAN","x5yr_QmeanIDR","x5yr_Qmed","x5yr_Qmax","x5yr_QmaxIDR","x5yr_HighNum","x5yr_HighDur","x5yr_Qmin","x5yr_QminIDR","x5yr_LowNum","x5yr_LowDur","x5yr_NoDisturb","x5yr_Hydroperiod","x5yr_FracYearsNoFlow","x5yr_MedianNoFlowDays","x5yr_RecessMaxLength","x5yr_R10D.5","x5yr_R10D.9","x5yr_R10D4D","x5yr_BFR","x5yr_SFR","x5yr_MaxMonth","x5yr_MaxMonthQ","x5yr_MinMonth","x5yr_MinMonthQ","x5yr_Q01","x5yr_Q05","x5yr_Q10","x5yr_Q25","x5yr_Q50","x5yr_Q75","x5yr_Q90","x5yr_Q95","x5yr_Q99","x3yr_Qmean","x3yr_QmeanMEDIAN","x3yr_QmeanIDR","x3yr_Qmed","x3yr_Qmax","x3yr_QmaxIDR","x3yr_HighNum","x3yr_HighDur","x3yr_Qmin","x3yr_QminIDR","x3yr_LowNum","x3yr_LowDur","x3yr_NoDisturb","x3yr_Hydroperiod","x3yr_FracYearsNoFlow","x3yr_MedianNoFlowDays","x3yr_RecessMaxLength","x3yr_R10D.5","x3yr_R10D.9","x3yr_R10D4D","x3yr_BFR","x3yr_SFR","x3yr_MaxMonth","x3yr_MaxMonthQ","x3yr_MinMonth","x3yr_MinMonthQ","x3yr_Q01","x3yr_Q05","x3yr_Q10","x3yr_Q25","x3yr_Q50","x3yr_Q75","x3yr_Q90","x3yr_Q95","x3yr_Q99","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","rbi","X3yrRBI","X5yrRBI","X10yrRBI","fivyrstorm","tenyrstorm","twoyrstorm"
"1","least bell's vireo",22527357,2005,5,1,"San Gabriel River","ws056",0.0411173566746868,3.41530054644809e-05,0.149780821917808,0,0.0125,1.1775,0,0,0,0,1,462,1,0.111839376088941,1,319,21,-0.166666666666667,0,-0.2,0,-0.0588235294117646,1,0,1,0,0,0,0,0,0,0,0.1,0.2,0.9,0.0559147509578544,3.41530054644809e-05,0.169658961187215,0,0.0125,1.92,0,0,0,0.00999999999999997,1,440.5,0.5,0.160098522167488,0.9,289,52,-0.2,0,-0.225,0,-0.0625,1,0,1,0,0,0,0,0,0,0,0.2,0.4,0.9,0.061767925561029,0,0.214871575342466,0,0,5.4575,0,0,0,0.06,0,626,0,0.137931034482759,0.8,280,41,-0.2,0,-0.181818181818182,0,-0.075016447368421,1,0,1,0,0,0,0,0,0,0,0.2,0.5,1,0.0494302643573382,0,0.200833333333333,0,0,0.97,0,0,0,0.08,0,698,0,0.108477666362808,0.666666666666667,280,41,-0.230074719800747,0,-0.190909090909091,0,-0.0803409090909092,1,0,1,0,0,0,0,0,0,0,0.1,0.415000000000001,1,0.708467741935484,0.573214285714286,0.356048387096774,0.158333333333333,0.1,0,0,0,0,0.000806451612903226,0,0,0.127575856937473,0.0502535730751498,0.181878599911387,0.121171032357473,106,3753,0
"2","rainbow trout",20365177,2005,3,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.476033114395183,0.0360958904109589,1.3184698034263,0,1.95,98.28125,12,3,0,0,19,105,2,0.150246305418719,1,315,7,-0.701177122282232,-0.695714638636778,-0.762886597938144,-0.145479598186505,-0.845788043478261,2,0.100215517241379,5,0,0,0,0,0,0,0,0.1,0.625,8.78062499999991,0.701518883415435,0.0205821917808219,0.795397939748694,0,1.1625,59.2075,9,2,0,0,16,75,1,0.13847837985769,1,310,25,-0.701086956521739,-0.697219015367249,-0.768828893875558,-0.123529411764706,-0.751428571428572,12,0.0810483870967742,5,0,0,0,0,0,0,0,0.1,0.751249999999993,14.1845,0.715861440291705,0.0123292349726776,0.0140924337472795,0,0.725,0.86,9,3,0,0,13,126,1,0.117593436645397,1,334,2,-0.700361279147924,-0.698071926705866,-0.774771189812973,-0.135344666542126,-0.733774680603949,12,0.0810483870967742,5,0,0,0,0,0,0,0,0.05,0.690000000000001,14.599,21.3004032258065,3.52455357142857,0.775403225806452,0,0,0,0,0,0.00166666666666667,0.0935483870967742,0.000833333333333333,0.230645161290323,0.602631963203621,0.539523112186426,0.510503832874949,0.5879910479768,49,6954,5
"3","rainbow trout",20365177,2005,6,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.40109126984127,0.0360958904109589,1.5055399543379,0,1.95,105.85375,12,3,0,0,17.5,84,2,0.143130815544609,1,315,4.5,-0.701204819277108,-0.696629213483146,-0.768828893875558,-0.173913043478261,-0.857142857142857,2,0.100215517241379,5,0,0,0,0,0,0,0,0.1,0.525,6.41749999999995,0.712130541871921,0.0220547945205479,2.47005479452055,0,1.3125,144.8725,10,3,0,0,13,75,1,0.154351395730706,1,310,6,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.122903734358065,-0.733536585365854,12,0.0810483870967742,5,0,0,0,0,0,0,0,0.1875,0.988749999999993,14.1845,0.735790793072015,0.0220547945205479,2.59333333333333,0,1.3125,140.87,9,3,0,0,8,75,1,0.146763901549681,1,262,6,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.130593578302156,-0.725895173845356,12,0.0810483870967742,6,0,0,0,0,0,0,0,0.2125,1.0575,14.599,21.3004032258065,3.52455357142857,0.775403225806452,0.0183333333333333,0.0100806451612903,0,0,0,0.00166666666666667,0.0935483870967742,0.000833333333333333,0.230645161290323,0.602631963203621,0.531088845182971,0.5038766392852,0.561600723259444,141,7046,97
"4","rainbow trout",20365177,2005,11,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.401149425287356,0.0360958904109589,1.39772255595479,0,1.95,105.85375,12,3,0,0,17.5,105,2,0.144225506294472,1,315,4.5,-0.701204819277108,-0.696629213483146,-0.768828893875558,-0.17445652173913,-0.856773399014778,2,0.100215517241379,5,0,0,0,0,0,0,0,0.1,0.525,6.41749999999995,0.711726874657909,0.0220547945205479,1.87195854137223,0,1.3125,144.8725,10,3,0,0,13,126,1,0.150519978106185,1,310,6,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.124264705882353,-0.733536585365854,12,0.0810483870967742,5,0,0,0,0,0,0,0,0.175,0.988749999999993,14.1845,0.735426162260711,0.0241017964071856,1.73079414626843,0,1.3125,140.87,10,3,0,0,8,136,1,0.146763901549681,1,262,6,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.130752373995617,-0.725064867669953,12,0.0810483870967742,6,0,0,0,0,0,0,0,0.205,1.0575,14.599,21.3004032258065,3.52455357142857,0.775403225806452,0.0183333333333333,0.0100806451612903,0,0,0,0.00666666666666667,0.000806451612903226,0.0233333333333333,0.230645161290323,0.602631963203621,0.530794378766985,0.503124218945264,0.561704232438748,294,7199,250
"5","rainbow trout",20365177,2008,3,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.376624931581828,0.0264816322329516,1.40419515869451,0,1.38125,106.0225,9.5,3,0,0,20.5,84,2,0.137931034482759,1,320.5,3,-0.701204819277108,-0.696629213483146,-0.768828893875558,-0.132075471698113,-0.836231884057971,3,0.067741935483871,6,0,0,0,0,0,0,0,0.0625,0.4375,5.61099999999999,0.449911105032823,0.0146028037383178,1.30084903435886,0,1.1375,105.7575,8,2,0,0,21,115,2,0.132932166301969,1,325,3,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.140735502121641,-0.75530303030303,2,0.0754310344827586,6,0,0,0,0,0,0,0,0.05,0.508124999999998,8.41637500000001,0.0416818596171376,0.0202739726027397,0.0831194469338113,0,1.1375,1.39,8,3,0,0,21,115,2,0.123974475843209,1,325,3,-0.702312548769242,-0.681611389485405,NA,-0.265895953757226,-0.880606060606061,3,0.0794354838709677,6,0,0,0,0,0,0,0,0.025,0.175,1.1005,0.202016129032258,0.0521551724137931,0,0.0308333333333333,0.00120967741935484,0,0.000806451612903226,0.00161290322580645,0.00291666666666667,0.00241935483870968,0.000833333333333333,0.0149193548387097,0.602631963203621,0.915514592933948,0.549844213086101,0.537321232123212,1145,8050,1101
"6","rainbow trout",20365177,2008,6,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.36867816091954,0.0264816322329516,1.40419515869451,0,1.38125,106.0225,9.5,3,0,0,19.5,79.5,2,0.126710454296661,1,323,2.5,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.142578668894458,-0.876724137931035,2,0.0637931034482759,6,0,0,0,0,0,0,0,0.0375,0.379374999999999,5.61099999999999,0.44851613785558,0.0202739726027397,1.30710679225654,0,1.1375,106.0275,8,3,0,0,21,115,2,0.13019693654267,1,325,3,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.135344666542126,-0.73719512195122,2,0.0754310344827586,6,0,0,0,0,0,0,0,0.0375,0.495624999999998,8.41637500000001,0.0194051959890611,0.0202739726027397,0.0180223651104277,0,1.1375,0.75,10,3,0,0,21,68,2,0.0929808568824066,1,330,1,NA,NA,NA,-0.5,-0.921195144724557,2,0.0521551724137931,6,0,0,0,0,0,0,0,0,0.05,0.576499999999999,0.202016129032258,0.0521551724137931,0,0.0133333333333333,0.00201612903225806,0,0.000806451612903226,0.00161290322580645,0.00291666666666667,0.00241935483870968,0.000833333333333333,0.0149193548387097,0.602631963203621,1.55255431591309,0.54687380890671,0.540362988531344,1237,8142,1193
"7","rainbow trout",20365177,2008,11,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.368640530925014,0.0230663316865035,1.40419515869451,0,1.38125,106.0225,9.5,3,0,0,19.5,99.5,2,0.125889436234264,1,323,2.5,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.142300194931774,-0.881379310344828,2,0.0637931034482759,6,0,0,0,0,0,0,0,0.0375,0.379374999999999,5.61099999999999,0.448721280087527,0.0202739726027397,1.30170199194908,0,1.1375,106.0275,8,3,0,0,21,127,2,0.12964989059081,1,325,3,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.135344666542126,-0.73719512195122,2,0.0754310344827586,6,0,0,0,0,0,0,0,0.0375,0.495624999999998,8.41637500000001,0.019644484958979,0.0220808383233533,0.00854996631484393,0,1.1375,0.75,10,3,0,0,21,115,2,0.0911577028258888,1,330,1,NA,NA,NA,-0.536458333333333,-0.921288515406163,2,0.0521551724137931,6,0,0,0,0,0,0,0,0,0.05,0.576499999999999,0.202016129032258,0.0521551724137931,0,0.0133333333333333,0.00201612903225806,0,0,0,0.000416666666666667,0.0153225806451613,0.01625,0.0149193548387097,0.602631963203621,1.56380510440835,0.547405318905738,0.540436707157506,1390,8295,1346
"8","rainbow trout",20365177,2009,3,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.369512862616311,0.0230663316865035,1.40419515869451,0,1.38125,106.0225,9,3,0,0,19.5,99.5,2,0.127257799671593,1,323,2.5,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.148102053515868,-0.891612903225806,2,0.0723137315270936,6,0,0,0,0,0,0,0,0.0375,0.4,5.61099999999999,0.450602079912425,0.0202739726027397,1.30875177870217,0,1.1375,106.32,8,3,0,0,21,127,2,0.130815544608648,1,325,3,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.142857142857143,-0.810424242424242,2,0.0691964285714286,6,0,0,0,0,0,0,0,0.0375,0.5,8.42225000000001,0.0225159525979945,0.0158294392523364,0.00854996631484392,0,0.975,0.9,10,3,0,0,21,115,2,0.0948040109389243,1,330,2,NA,NA,NA,-0.586458333333333,-0.921288515406163,2,0.0691964285714286,6,0,0,0,0,0,0,0,0,0.0625,0.613999999999999,0.0104838709677419,0.0691964285714286,0.00967741935483871,0.0133333333333333,0.00201612903225806,0,0,0,0.000416666666666667,0.0153225806451613,0.01625,0.141532258064516,0.602631963203621,1.56072874493927,0.552441710336447,0.542864020145164,1510,8415,1466
"9","rainbow trout",20365177,2009,6,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.367764778325123,0.0230663316865035,1.40419515869451,0,1.38125,106.0225,9.5,3,0,0,19.5,95,2,0.12616310892173,1,327.5,2.5,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.148102053515868,-0.868798665183537,2,0.0723137315270936,6,0,0,0,0,0,0,0,0.0375,0.375,5.61099999999999,0.450691023535851,0.024077868852459,1.3026075117898,0,1.7875,105.8125,9,3,0,0,21,115,2,0.134099616858238,1,330,2,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.148102053515868,-0.833333333333333,2,0.0691964285714286,6,0,0,0,0,0,0,0,0.0375,0.5,8.42225000000001,0.0199179580674567,0.024077868852459,0.0158040646754997,0,1.7875,0.75,10,3,0,0,20,68,2,0.0802187784867821,1,333,1,NA,NA,NA,-0.666666666666667,-0.933006535947712,2,0.0691964285714286,6,0,0,0,0,0,0,0,0,0.0400000000000006,0.550999999999999,0.0104838709677419,0.0691964285714286,0.00967741935483871,0.005,0.000806451612903226,0,0,0,0.000416666666666667,0.0153225806451613,0.01625,0.141532258064516,0.602631963203621,1.60755148741419,0.553155314013329,0.538907338672918,1602,8507,1558
"10","rainbow trout",20365177,2009,11,0,"Santa Monica Bay WMA","ws033",0.340919273209989,0.0317964480874317,1.1164105846246,0,1.9125,84.7100000000001,14,4,0,0,19,102,2,0.136729444951464,1,321,3,-0.711711711711712,-0.666666666666667,-0.752569169960474,-0.191179883945841,-0.898985507246377,2,0.0580357142857143,6,0,0,0,0,0,0,0,0.05,0.4,5.61149999999998,0.367275588396278,0.0222260273972603,1.40419515869451,0,1.38125,106.0225,9.5,3,0,0,19.5,113,2,0.125615763546798,1,327.5,2.5,-0.701086956521739,-0.696616347885754,-0.768828893875558,-0.156977856026227,-0.889516129032258,2,0.0723137315270936,6,0,0,0,0,0,0,0,0.0375,0.375,5.61099999999999,0.449541598248495,0.0223972602739726,1.41493940773293,0,1.7875,105.8125,8,3,0,0,21,115,2,0.133552271483306,1,330,2,-0.700361279147924,-0.695915785172029,-0.774771189812973,-0.159928889353354,-0.834,2,0.0691964285714286,6,0,0,0,0,0,0,0,0.0375,0.483749999999998,8.42225000000001,0.0205674567000912,0.0223972602739726,0.00773534897418278,0,1.7875,0.75,10,3,0,0,20,111,2,0.0820419325432999,1,333,1,NA,NA,NA,-0.734848484848485,-0.945906432748538,2,0.0691964285714286,6,0,0,0,0,0,0,0,0,0.05,0.550999999999999,0.0104838709677419,0.0691964285714286,0.00967741935483871,0.005,0.000806451612903226,0,0,0.00241935483870968,0.000416666666666667,0.0245967741935484,0.00125,0.141532258064516,0.602631963203621,1.59667590027701,0.549547218628719,0.536763473109666,1755,8660,1711
